FSCM,CustPN,CustRev,CoastPN,CoastRev,Name,Eng,Date
21992,1501-2202-6,E,43509-6,,"COIL, RADIO F",,
4655,55-1373740-1,D,43510,,"TRANSFORMER, POWER",,
49937,30444-1,A,43511,,"TRANSFORMER, POWER S",,
88818,A504E004-101,A,43512,,TRANSFORMER,,
82260,8030001023-1,C,43513-1,,TRANFOMER,,
80063,A3041767,K,43514,,"TRANSFORMER, POWER",,
51504,C252-6220,NC,43515,,"TRANSFORMER, POWER",,
13499,674-0120,-,43516,,TRASNFORMER,,
5869,755002A7671-9,,7519-9,,"XFRM, RADIO FREQ",,
7187,4035162,B,43517,,REACTOR,,
A0341,3256247-1,E,30888,,TRANSFORMER,,
7187,8509713-1,NC,43518,,REACTOR,,
3956,1809446-1,NC,43519,,"TRANSFORMER,RADIO F",,
52151,512-0367,F,43520,,REACTOR,,
98571,TBD,,30889,,REDESIGN OF 7963,,
53711,6253223-1,2,43521-1,,REACTOR,,
13973,860013-0020,E,43522,,"TRANSFORMER,POWER,S",,
13499,664-0116-010,NC,43523,,"TRANSFORMER, POWER S",,
7187,4012330,A,43524,,"TRANSFORMER, POWER",,
94990,24-P06001N001,Y,43525,,"TRANSFORMER,POWER",,
80063,SM-A-595917-22,F,43526-22,,"TRANSFORMER, RADIO F",,
95105,635-8903-001,E,43527-1,,"COIL, RADIO F",,
95105,635-8903-002,E,43527-2,,"COIL, RADIO F",,
23667,1132836,F,43528,,"TRANSFORMER, AUDIO F",,
96214,866348-1,C,43529,,"TRANSFORMER, PULSE",,
18876,9073298,F,43530,,"TRANSFORMER, POWER S",,
76301,5M537-001,B,43531,,,,
10138,17524,A,43532,,"TRANSFORMER, POWER",,
10138,17525,C,43533,,"TRANSFORMER, POWER",,
A0041,H940102-001B,COAST COIL PART,3836,,,,
53711,62525794,A,43534,,"TRANSFORMER, POWER",,
18876,10044050,B7,43535,,"TRANFORMER, POWER",,
7690,460256,B,43536,,TRANSFORMER,,
10581,11822,B,43537,,"TRANSFORMER,POWER,S",,
49956,G104399-1,A,43538,,"TRANSFORMER, POWER",,
90536,7071750-01,P,43539-1,,REACTOR,,
7187,8509715-1,NC,43540,,REACTOR,,
49956,352600-1,F,43541,,"TRANSFORMER, AUDIO",,
80020,422879-1,B,43542,,PLATE 49V XMR MNTG,,
18876,10049528,H,43543,,"TRANSFORMER, POWER",,
97403,13220E3999,B,43544,,REACTOR,,
18876,13032482,H,43545,,REACTOR,,
30003,1603AS149,NC,43546,,"TRANSFORMER, POWER",,
37695,365126-39,D3,43547-39,,"TRANSFORMER, RADIO F",,
24930,62740,E,43548,,"TRANSFORMER,POWER,S",,
18876,9073413,E1,43549,,"TRANSFORMER,POWER,S",,
80063,SM-D-586487,NC,43550,,"TRANSFORMER,POWER,S",,
80063,SM-C-587841,D,43551,,REACTOR,,
80063,SM-C-456333,F,43552,,"TRANSFORMER, AUDIO F",,
A0375,1219-627,B,30890,,"TRANSFORMER, PULSE",,
7187,4028576,F,43553,,"TRANSFORMER, POWER",,
95105,635-8903-003,,43527-3,,COIL,,
10138,15898-001,D,43554,,"TRANSFORMER, POWER",,
18876,11154497-1,NC,43555,,REACTOR,,
10001,1651749-1,C,43556,,"TRANSFORMER, CURRENT",,
10001,2405849-3,A,43557-3,,"COIL, RADIO F",,
80063,SM-B-596956,F,43558,,"FILTER ASSEMBLY, ELE",,
90536,7071753-00,A,43559,,"TRANSFORMER, POWER",,
18876,10669424,C,43560,,REACTOR,,
82340,64068-1,C,43561,,REACTOR,,
57697,1200171,C,43562,,"TRANSFORMER, POWER",,
94117,243211P1,F,43563,,"TRANSFORMER, POWER",,
13030,2570G-1,C,43564-1,,"TRANSFORMER, AUDIO F",,
2750,KAH339B,J,43565-2,,"SHIELDING BEAD, ELEC",,
2750,KAH339E,J,43565-5,,BEAD,,
53670,4950619,,3871,,TRANSFORMER,,
21992,1501-2202-3,E,43509-3,,"COIL, RADIO F",,
82577,3516876-3,nc,40148-3,,,,
49672,3713096-2,,7742-2,,TRANSFORMER,,
37695,369074-804,F,43566-4,,"FORM, COIL",,
17863,141649-1,,30891-1,,POT CORE ASSY,,
17863,141650-1,,30892-1,,POT CORE ASSY,,
A0378,19931,K,30893,,INDUCTOR,,
A0378,20575-1,D,30894,,INDUCTOR,,
80063,SM-B-525444,D,43567,,"TRANSFORMER, AUDIO F",,
56996,B4012312,A,43568,,"CORE, ELECTROMAGNET",,
10001,3021909,C,43569,,"TRANSFORMER, CURRENT",,
80064,S6202-73919,N,43570-5,,"TRANSFORMER, POWER",,
96214,366048-2,NC,43571-2,,REACTOR,,
3538,7409246P17,L,43572-17,,"CORE, ADJUSTABLE TUN",,
24930,63437,"J, COAST COIL",3388,,COAST COIL PART,,
14933,82030-03,C,42829-3,,TRA,,
93322,7109052-002,K,43573-2,,,,
96214,2895056-1,NC,43574,,"TRANSFORMER, POWER",,
13499,673-0175-00,6,43575,,"FILTER, BAND PASS",,
26916,050-005036-1,D,43576-1,,TRANSFORMER,,
26916,050-005036-002,D,43576-2,,TRANSFORMER,,
15090,986035,E,7021-61,,,,
18876,13030298,C,43577,,"FOLTER, RADIO F",,
53711,5175180-1,D,43578,,"TRANSFORMER, RADIO F",,
28798,201384,NC,43579,,"TRRANSFORMER, POWERS",,
4939,717801895-001,NC,43580,,REACTOR,,
3538,77C721310P002,B,43581,,"COIL, RADIO F",,
14742,B207341-1,A,43582,,TRANSFORMER POWER,,
96214,2976026-1,A,43583,,"TRANSFORMER, POWER",,
55196,11253,A,43584,,"TRANSFORMER,POWER",,
8748,TF 5-722-01,A,43585,,"TRANSFORMER, POWER",,
81755,C10961-2,M,43586-2,,"TRANSFORMER, AUDIO F",,
49956,481052-1,E,43587,,"TRANSFORMER, POWER",,
82577,930440-1C,E,43588,,FILTER RADIO F.INTER,,
37695,325305-1,E,43589,,REACTOR,,
97896,320-0052-001,A,43590,,REACTOR,,
30736,25A043,A,43591,,"FILTER, BAND PASS",,
98897,3B90036-105,C,4203-105,,"TRANSFORMER, POWER",,
49956,929361-1,E,43593,,"TRANSFORMER, POWER",,
18876,9072758,F1,43594,,"TRANSFORMER, POWER",,
A0410,30895,A,30895,,PROTOTYPE XFRM,,
A0347,EHP109-465,G,2704-465,,,,
34860,60515137-1,NC,43595,,"TRANSFORMER, PULSE",,
97403,13222E1057,NC,43596,,"TRANSFORMER, AUDIO F",,
7187,4038329-1,D,43597,,"TRANSFORMER, POWER",,
16630,SCU-1154,H,43598,,"TRANSFORMER, POWER S",,
6481,905867-0001,NC,43599,,"TRANSFORMER, POWER",,
96214,767456-1,C,43600,,"TRANSFORMER, POWER",,
82577,984743-1,NC,43601,,"TRANSFORMER, POWER",,
21877,174099,B,43602,,"TRANSFORMER, POWER",,
52427,341360,NC,43603,,REACTOR,,
3640,6135144-1,NC,43604,,"TRANSFORMER, POWER",,
37695,325282-1,NC,43605,,"TRANSFORMER, POWER",,
90536,7901445-00,B,43606,,"FORM, COIL",,
4939,717801541-001,A,43607,,"TRANSFORMER, POWER",,
10001,3161079,G,43608,,"TRANSFORMER, POWER",,
37695,325294-1,B,43609,,"TRANSFORMER, PULSE",,
37695,305140-1,A,43610,,"TRANSFORMER, PULSE",,
72914,55-0451-2,N,43611-2,,"TRANSFORMER, POWER A",,
53754,13727,NC,43612,,"TRANSFORMER, POWER",,
16340,11-00045-001,NC,43613,,"TRANSFORMER,RADIO F",,
A0347,EHP049-509,F,2701-509,,,,
81205,10-60828-2,T,43614-2,,"TRANSFORMER, POWER F",,
80063,SM-D-337274-4,H,43615-4,,"COIL, RADIO F",,
97403,13216E4516-1,D,43616-1,,FILTER ASSEMBLY ELE,,
97403,13216E4516-4,D,43616-4,,FILTER ASSEMBLY ELE,,
82577,989110-47B,M,42771-47,,"COIL, RADIO F",,
A0041,12271963,,3011,,,,
20227,27859200,b,43617,,"transformer, power s",,
96214,367570-1,NC,43618,,"TRANSFORMER, CURRENT",,
82577,986088-1C,D,43619,,REACTOR,,
80249,320173-5,F,43620-5,,"COIL, RADIO F",,
7187,8500601,NC,43621,,"TRANSFORMER, POWER",,
7187,2504806-32,E,43622-32,,"TRANSFORMER, AUDIO",,
80063,SC-C-62527,F3,43623,,FILTER LOW PASS,,
30554,80-7409,A,43624,,"TRANSFORMER, CURRENT",,
18876,10181739,G5,43625,,"TRANSFORMER, RADIO F",,
18876,9167223,D4,43626,,"TRANSFORMER, POWER S",,
30554,80-7552,G,43627,,"TRANSFORMER, POWER",,
80020,420543-1,B,43628,,"TRANSFORMER, POWER S",,
10001,1226119,J,43629,,"TRANSFORMER, POWER S",,
82577,984888-1B,C,43630,,"TRANSFORMER, PULSE",,
17863,7137322-1,,80144,,COAST COIL PART,,
A0347,ETP208-002,A,2723-002,,,,
A0347,ETP002-108,K,2718-108,,,,
53670,1104094,,80255,,INDUCTOR,,
24930,162911-1,,50244-1,,COIL,,
,12325149,COAST COIL PART,3657,,BUILT AT COAST COIL,,
98571,861374,,7960*,,EHR PROGRAM,,
98571,863373,,7958*,,EHR PROGRAM,,
98571,861375,,7957*,,EHR PROGRAM,,
98571,861372,,7959*,,EHR PROGRAM,,
,7500268,"E,COAST COIL",3798,,FLYBACK XFRM,,
82577,984876,D,43631,,"TRANSFORMER, POWER",,
80249,890568,H,43632,,"TRANSFORMER, POWER",,
96214,71536-1,F,43633,,"TRANSFORMER, POWER",,
9017,SF3876,G,43634,,"TRANSFORMER, PULSE",,
77068,1045399,G,43635,,"TRANSFORMER,POWER,S",,
10001,2312641PC1,NC,43636,,"COIL, RADIO F",,
6424,10965-1,A,43637,,"COIL, RADIO F",,
35351,141278-01,B,43638,,"TRANSFORMER, POWER",,
3502,165A522BA-1,C,43639,,"TRANSFORMER, POWER",,
80063,SM-A-777705,NC,43640,,REACTOR,,
82577,984669-1,B,43641-1,,"TRANSFORMER, POWER",,
96214,2914252-1,B,43642,,"TRANSFORMER, POWER",,
11530,549106-01,NC,43643,,"TRANSFORMER, POWER",,
28009,16610064-002,F,43644-2,,"TRANSFORMER, POWER",,
72914,55-0451-1,N,43645-1,,"TRANSFORMER,POWER,S",,
51504,C051-5250,NC,43646,,INDUCTOR,,
17863,7118965,A,43648,,REACTOR,,
3640,6097090-1,C,43647,,REACTOR,,
96214,718812-4,U,4201-4,,"COIL, RADIO F",,
10717,4007758-2,C,41252-2,,,,
,SC12272683,"B, COAST COIL",9957,,BUILT AT COAST COIL,,
94580,466525,D,43649,,TRANSFO,,
95105,609-0124-002,K,43650-2,,REACTOR,,
16340,11-00091-001,NC,43651,,"TRANSFORMER, POWER",,
81755,C9755-1,NC,43652,,TRANSFOR,,
9344,PC76291-2,K,43653-2,,,,
